Player,Year,Team,Position,Games_Played,Games_Started,Min_Played,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
Natalie Williams,2003,IND,C,34,34,1054,176,363,.485,0,1,.000,176,362,.486,.485,105,148,.709,109,255,46,43,21,70,138,457
Rita Williams,2003,SEA,G,32,0,381,28,75,.373,11,43,.256,17,32,.531,.447,11,15,.733,3,22,41,14,0,27,34,78
Shaquala Williams,2003,LAS,G,25,3,229,19,53,.358,1,16,.063,18,37,.486,.368,10,14,.714,11,32,19,6,0,7,25,49
Tamika Williams,2003,MIN,F,34,34,1121,129,193,.668,0,2,.000,129,191,.675,.668,45,93,.484,92,209,44,34,10,58,78,303
Sophia Witherspoon,2003,LAS,G,23,2,235,17,53,.321,10,29,.345,7,24,.292,.415,12,14,.857,6,19,4,7,0,7,17,56
Brooke Wyckoff,2003,CON,F,34,22,755,55,142,.387,20,70,.286,35,72,.486,.458,26,36,.722,48,146,35,33,19,39,109,156
Lindsey Yamasaki,2003,NYL,G-F,24,1,148,6,27,.222,4,14,.286,2,13,.154,.296,0,0,,1,12,9,4,0,5,19,16
Nevriye Yilmaz,2003,PHO,C,5,1,34,7,15,.467,0,0,,7,15,.467,.467,0,2,.000,3,3,2,0,0,4,7,14
Zuzana Zirkova,2003,WAS,G,6,0,30,2,4,.500,1,2,.500,1,2,.500,.625,6,6,1.000,0,2,1,0,0,2,3,11
Svetlana Abrosimova,2004,MIN,F,22,11,462,49,139,.353,20,53,.377,29,86,.337,.424,28,46,.609,17,74,45,30,2,43,42,146
Chantelle Anderson,2004,SAC,C,30,0,231,25,64,.391,0,0,,25,64,.391,.391,27,37,.730,14,34,5,3,6,25,46,77
Mery Andrade,2004,CHA,F,12,0,65,3,7,.429,0,1,.000,3,6,.500,.429,3,3,1.000,1,4,7,0,1,3,12,9
Elena Baranova,2004,NYL,F,34,33,1048,146,315,.463,53,115,.461,93,200,.465,.548,49,53,.925,33,246,67,37,58,80,88,394
Adia Barnes,2004,SEA,F,34,2,402,21,69,.304,3,6,.500,18,63,.286,.326,22,31,.710,33,63,31,23,2,24,38,67
Alana Beard,2004,WAS,G-F,34,34,1025,159,380,.418,21,56,.375,138,324,.426,.446,107,149,.718,28,143,91,69,34,80,98,446
Lucienne Berthieu,2004,HOU,F-C,16,0,134,12,34,.353,0,0,,12,34,.353,.353,13,18,.722,12,27,4,6,2,9,28,37
Tully Bevilaqua,2004,SEA,G,34,0,358,24,60,.400,11,26,.423,13,34,.382,.492,20,29,.690,6,26,29,38,2,26,48,79
Agnieszka Bibrzycka,2004,SAS,G-F,24,9,465,55,151,.364,26,84,.310,29,67,.433,.450,23,26,.885,5,28,40,21,7,32,38,159
Sue Bird,2004,SEA,G,34,34,1136,151,326,.463,64,146,.438,87,180,.483,.561,73,85,.859,22,106,184,51,5,87,48,439
Tera Bjorklund,2004,CHA,C,4,0,13,1,3,.333,0,0,,1,3,.333,.333,0,0,,0,0,0,0,0,1,1,2
Debbie Black,2004,CON,G,31,4,347,26,56,.464,0,1,.000,26,55,.473,.464,3,4,.750,13,36,47,19,0,15,35,55
Octavia Blue,2004,HOU,F,13,3,155,16,42,.381,0,4,.000,16,38,.421,.381,12,13,.923,12,21,5,1,0,7,10,44
Ruthie Bolton,2004,SAC,G,34,4,469,57,154,.370,32,79,.405,25,75,.333,.474,14,19,.737,17,49,31,23,0,15,45,160
Coretta Brown,2004,IND,G,26,0,398,37,108,.343,20,56,.357,17,52,.327,.435,10,16,.625,10,34,41,7,1,31,31,104
Kiesha Brown,2004,WAS,G,26,0,371,35,88,.398,13,28,.464,22,60,.367,.472,21,24,.875,9,50,42,13,2,33,21,104
Jessica Brungo,2004,CON,F,33,0,314,18,59,.305,10,38,.263,8,21,.381,.390,4,5,.800,10,37,27,4,4,12,21,50
Rebekkah Brunson,2004,SAC,F,34,1,494,59,140,.421,0,0,,59,140,.421,.421,33,46,.717,42,122,19,23,13,29,48,151
Janell Burse,2004,SEA,C,29,0,514,51,119,.429,0,0,,51,119,.429,.429,39,67,.582,51,96,19,23,36,41,84,141
Tasha Butts,2004,MIN,F,30,0,423,24,80,.300,10,37,.270,14,43,.326,.363,18,25,.720,21,62,25,13,7,23,37,76
Edna Campbell,2004,SAC,G,22,22,332,29,76,.382,16,39,.410,13,37,.351,.487,0,2,.000,3,19,16,5,2,15,24,74
Dominique Canty,2004,HOU,G,32,12,770,63,150,.420,0,2,.000,63,148,.426,.420,51,72,.708,40,84,64,32,1,45,61,177
Amisha Carter,2004,DET,F,2,0,13,0,0,,0,0,,0,0,,,1,2,.500,0,4,0,2,0,3,5,1
Swin Cash,2004,DET,F,32,32,1105,180,384,.469,8,23,.348,172,361,.476,.479,158,219,.721,78,208,135,44,29,81,84,526
Tamika Catchings,2004,IND,F,34,33,1149,180,468,.385,56,167,.335,124,301,.412,.444,152,178,.854,79,249,115,67,38,77,90,568
Kaayla Chones,2004,WAS,C,13,1,115,11,27,.407,0,0,,11,27,.407,.407,6,11,.545,8,17,4,1,4,11,13,28
Kayte Christensen,2004,PHO,F,32,1,407,19,49,.388,0,0,,19,49,.388,.388,12,19,.632,27,69,23,21,7,26,89,50
Shameka Christon,2004,NYL,G,33,4,560,67,189,.354,24,82,.293,43,107,.402,.418,33,51,.647,19,68,23,9,9,32,71,191
Monique Coker,2004,LAS,F-C,3,0,14,1,1,1.000,1,1,1.000,0,0,,1.500,0,0,,1,1,3,0,1,3,2,3
Stacey Dales,2004,WAS,F,31,26,782,87,228,.382,40,119,.336,47,109,.431,.469,40,55,.727,17,64,78,20,3,37,61,254
Helen Darling,2004,MIN,G,33,22,707,43,130,.331,12,55,.218,31,75,.413,.377,42,63,.667,11,67,115,30,4,74,83,140
Anna DeForge,2004,PHO,G,34,34,1152,165,396,.417,70,181,.387,95,215,.442,.505,88,102,.863,23,123,107,51,8,68,51,488
Jennifer Derevjanik,2004,CON,G,23,0,140,7,26,.269,3,12,.250,4,14,.286,.327,2,2,1.000,1,9,14,8,0,10,20,19
Tai Dillard,2004,SAS,G,23,0,205,16,54,.296,5,18,.278,11,36,.306,.343,0,1,.000,2,14,19,4,1,14,18,37
Tamecka Dixon,2004,LAS,G,32,21,913,119,269,.442,5,11,.455,114,258,.442,.452,68,87,.782,32,110,112,36,1,71,86,311
Bethany Donaphin,2004,NYL,F-C,26,16,479,49,106,.462,0,0,,49,106,.462,.462,33,61,.541,30,71,16,11,8,21,60,131
Katie Douglas,2004,CON,G-F,34,34,1120,125,321,.389,53,153,.346,72,168,.429,.472,61,77,.792,33,132,90,50,13,52,73,364
Margo Dydek,2004,SAS,C,34,24,682,90,208,.433,1,2,.500,89,206,.432,.435,44,58,.759,30,168,60,20,48,64,70,225
Simone Edwards,2004,SEA,C,23,3,257,20,55,.364,0,0,,20,55,.364,.364,8,19,.421,25,56,5,8,3,13,25,48
Teresa Edwards,2004,MIN,G-F,34,34,697,74,200,.370,25,85,.294,49,115,.426,.433,21,30,.700,29,90,79,47,8,93,37,194
Barbara Farris,2004,DET,F-C,26,0,422,41,80,.513,0,0,,41,80,.513,.513,36,54,.667,28,61,7,8,2,26,46,118
Allison Feaster,2004,CHA,F,33,32,1052,132,332,.398,45,143,.315,87,189,.460,.465,79,91,.868,22,84,60,27,6,68,61,388
Marie Ferdinand-Harris,2004,SAS,G,17,17,509,67,162,.414,10,27,.370,57,135,.422,.444,55,64,.859,18,54,29,32,2,35,34,199
Cheryl Ford,2004,DET,F,31,31,912,118,287,.411,0,0,,118,287,.411,.411,93,158,.589,104,297,34,41,25,54,118,329
La'Keshia Frett,2004,TOT,F,26,2,347,47,98,.480,0,0,,47,98,.480,.480,23,37,.622,17,50,18,10,7,24,29,117
Trina Frierson,2004,SEA,F,5,0,22,2,9,.222,0,1,.000,2,8,.250,.222,3,3,1.000,3,5,0,0,0,1,7,7
Candace Futrell,2004,CON,G,20,0,144,11,38,.289,7,17,.412,4,21,.190,.382,13,16,.813,7,19,10,5,1,7,20,42
Adrienne Goodson,2004,SAS,F,34,34,1068,142,317,.448,4,16,.250,138,301,.458,.454,84,102,.824,89,235,60,28,2,67,77,372
Shaunzinski Gortman,2004,WAS,G,4,0,24,0,0,,0,0,,0,0,,,0,0,,0,4,2,0,1,2,0,0
Michelle Greco,2004,SEA,G,13,0,73,10,18,.556,0,2,.000,10,16,.625,.556,9,13,.692,3,10,8,3,0,8,6,29
Yolanda Griffith,2004,SAC,C-F,34,34,1031,177,341,.519,0,1,.000,177,340,.521,.519,140,186,.753,122,246,42,75,41,59,99,494
Lady Grooms,2004,SAC,F,28,0,235,19,66,.288,0,0,,19,66,.288,.288,11,12,.917,10,18,11,7,2,2,14,49
Gordana Grubin,2004,HOU,G,5,0,24,0,3,.000,0,0,,0,3,.000,.000,2,2,1.000,0,1,0,0,0,3,2,2
Becky Hammon,2004,NYL,G,34,34,1130,153,354,.432,57,170,.335,96,184,.522,.513,97,116,.836,17,118,150,58,2,118,73,460
Vanessa Hayden,2004,MIN,C,29,1,350,66,159,.415,0,0,,66,159,.415,.415,21,38,.553,23,84,7,7,29,34,65,153
Jessie Hicks,2004,SAS,C-F,27,10,371,52,111,.468,0,0,,52,111,.468,.468,23,38,.605,23,57,18,17,13,34,57,127
Doneeka Lewis,2004,LAS,G,24,3,245,16,52,.308,4,17,.235,12,35,.343,.346,7,10,.700,3,22,16,10,2,17,9,43
Ebony Hoffman,2004,IND,F,30,13,334,26,83,.313,5,17,.294,21,66,.318,.343,3,4,.750,34,87,21,15,5,27,51,60
Chamique Holdsclaw,2004,WAS,F,23,22,801,162,403,.402,7,17,.412,155,386,.402,.411,106,132,.803,51,191,56,39,18,57,67,437
Kedra Holland-Corn,2004,HOU,G,27,21,703,59,159,.371,31,97,.320,28,62,.452,.469,28,41,.683,19,66,53,40,3,47,51,177
Niele Ivey,2004,IND,G,15,1,179,11,37,.297,8,24,.333,3,13,.231,.405,4,6,.667,2,10,18,4,3,6,20,34
Deanna Jackson,2004,IND,F,34,32,804,92,251,.367,0,12,.000,92,239,.385,.367,52,73,.712,57,113,53,29,6,52,82,236
Gwen Jackson,2004,TOT,F,33,4,426,46,93,.495,1,6,.167,45,87,.517,.500,24,32,.750,31,81,15,6,4,15,34,117
Lauren Jackson,2004,SEA,F-C,31,31,1070,220,460,.478,52,115,.452,168,345,.487,.535,142,175,.811,64,207,51,31,62,67,93,634
Tamicha Jackson,2004,WAS,G,25,12,405,57,135,.422,10,25,.400,47,110,.427,.459,11,16,.688,7,37,45,20,1,28,21,135
Amber Jacobs,2004,MIN,G,32,0,391,31,100,.310,19,60,.317,12,40,.300,.405,20,22,.909,3,36,47,13,0,45,36,101
LaTonya Johnson,2004,HOU,F,6,0,36,2,7,.286,2,6,.333,0,1,.000,.429,0,2,.000,0,1,1,2,0,2,3,6
Pollyanna Johns Kimbrough,2004,HOU,C,19,0,157,3,17,.176,0,0,,3,17,.176,.176,16,21,.762,16,29,1,4,3,8,21,22
Shannon Johnson,2004,SAS,G,31,30,954,89,234,.380,27,76,.355,62,158,.392,.438,82,107,.766,14,82,136,48,4,99,69,287
Tiffani Johnson,2004,HOU,C,33,11,660,59,118,.500,0,0,,59,118,.500,.500,24,32,.750,30,122,27,9,17,31,72,142
Vickie Johnson,2004,NYL,G-F,34,34,1119,121,293,.413,17,60,.283,104,233,.446,.442,62,70,.886,37,121,124,25,4,71,75,321
Asjha Jones,2004,CON,F,34,1,699,96,239,.402,2,6,.333,94,233,.403,.406,41,48,.854,51,118,39,20,18,53,82,235
Chandi Jones,2004,DET,G,31,8,397,37,103,.359,8,32,.250,29,71,.408,.398,25,31,.806,8,34,45,18,5,40,41,107
Merlakia Jones,2004,DET,G,33,2,517,76,205,.371,4,15,.267,72,190,.379,.380,24,32,.750,23,69,21,19,2,26,41,180
Jae Kingi-Cross,2004,TOT,G,18,0,143,6,18,.333,3,7,.429,3,11,.273,.417,8,11,.727,5,14,13,5,2,9,11,23
Sheila Lambert,2004,HOU,G,34,25,788,75,177,.424,7,27,.259,68,150,.453,.444,40,51,.784,19,68,88,26,4,82,46,197
Amanda Lassiter,2004,MIN,F,33,12,563,47,135,.348,27,89,.303,20,46,.435,.448,6,9,.667,15,80,37,21,22,40,74,127
Kara Lawson,2004,SAC,G,34,10,827,103,245,.420,51,134,.381,52,111,.468,.524,37,44,.841,12,77,68,21,8,53,41,294
Betty Lennox,2004,SEA,G,32,32,920,139,330,.421,22,83,.265,117,247,.474,.455,58,68,.853,28,159,79,34,3,77,89,358
Lisa Leslie,2004,LAS,C,34,34,1150,223,451,.494,6,22,.273,217,429,.506,.501,146,205,.712,60,336,88,50,98,110,130,598
Tynesha Lewis,2004,CHA,G,34,2,617,91,210,.433,20,50,.400,71,160,.444,.481,44,58,.759,23,57,44,27,7,44,47,246
Stacey Lovelace,2004,MIN,C,34,0,388,49,122,.402,3,17,.176,46,105,.438,.414,20,24,.833,25,66,20,18,9,45,47,121
Mwadi Mabika,2004,LAS,G,31,31,965,159,383,.415,38,94,.404,121,289,.419,.465,89,108,.824,39,122,75,36,3,48,88,445
Laura Macchi,2004,LAS,F,25,15,410,52,106,.491,7,26,.269,45,80,.563,.524,41,55,.745,23,61,14,21,6,29,56,152
Hamchetou Maiga-Ba,2004,SAC,F,34,0,480,62,132,.470,0,0,,62,132,.470,.470,16,29,.552,35,71,25,29,6,49,63,140
Raffaella Masciadri,2004,LAS,F,17,0,116,10,25,.400,4,11,.364,6,14,.429,.480,4,10,.400,1,5,8,1,0,5,23,28
Kelly Mazzante,2004,CHA,G,34,0,339,31,92,.337,13,52,.250,18,40,.450,.408,4,6,.667,9,33,9,7,2,20,22,79
Stephanie White,2004,IND,G-F,22,12,450,27,72,.375,13,39,.333,14,33,.424,.465,24,34,.706,8,28,52,24,5,30,30,91
Nikki McCray,2004,PHO,G,27,9,371,30,67,.448,5,11,.455,25,56,.446,.485,4,7,.571,10,29,13,7,0,18,35,69
Teana Miller,2004,CHA,C,9,0,77,14,27,.519,0,0,,14,27,.519,.519,7,14,.500,9,18,0,2,6,5,21,35
Taj McWilliams-Franklin,2004,CON,F-C,34,34,1133,168,352,.477,0,12,.000,168,340,.494,.477,77,128,.602,83,244,63,48,45,73,96,413
Chasity Melvin,2004,WAS,C-F,34,16,825,104,256,.406,0,0,,104,256,.406,.406,85,111,.766,63,131,37,15,18,52,89,293
Giuliana Mendiola,2004,SAC,G,6,0,39,4,8,.500,2,5,.400,2,3,.667,.625,0,0,,2,5,3,0,0,3,2,10
Coco Miller,2004,WAS,G,33,8,637,72,167,.431,5,19,.263,67,148,.453,.446,11,14,.786,35,63,43,18,3,27,60,160
Kelly Miller,2004,IND,G,34,34,1096,126,326,.387,46,112,.411,80,214,.374,.457,50,57,.877,28,108,106,37,5,74,81,348
DeLisha Milton-Jones,2004,LAS,F,19,19,604,65,161,.404,11,37,.297,54,124,.435,.438,45,62,.726,35,90,31,23,10,48,63,186
Tamara Moore,2004,PHO,G,32,0,387,27,61,.443,3,10,.300,24,51,.471,.467,25,29,.862,7,28,53,26,9,34,46,82
Astou Ndiaye-Diatta,2004,IND,F,10,0,74,5,19,.263,0,0,,5,19,.263,.263,2,4,.500,2,11,4,1,3,8,7,12
Deanna Nolan,2004,DET,G-F,34,34,1138,166,435,.382,33,114,.289,133,321,.414,.420,99,124,.798,29,134,112,66,12,90,75,464
Nicole Ohlde,2004,MIN,F-C,34,34,1018,136,308,.442,0,2,.000,136,306,.444,.442,125,177,.706,83,194,60,16,45,74,103,397
Murriel Page,2004,WAS,F,33,19,809,81,175,.463,0,3,.000,81,172,.471,.463,22,40,.550,40,140,36,25,16,30,85,184
Wendy Palmer,2004,CON,F,33,33,786,108,253,.427,13,41,.317,95,212,.448,.453,68,85,.800,47,182,30,23,5,40,77,297
Ticha Penicheiro,2004,SAC,G,33,32,970,63,178,.354,23,68,.338,40,110,.364,.419,50,70,.714,14,102,163,64,2,72,64,199
Jocelyn Penn,2004,SAS,F,1,0,3,2,2,1.000,0,0,,2,2,1.000,1.000,0,0,,0,1,0,0,0,0,0,4
Jia Perkins,2004,CHA,G,4,0,17,0,5,.000,0,0,,0,5,.000,.000,3,4,.750,1,3,1,3,0,1,2,3
Tari Phillips,2004,NYL,F-C,13,13,311,33,95,.347,0,0,,33,95,.347,.347,21,46,.457,28,70,16,14,10,33,41,87
Plenette Pierson,2004,PHO,F,31,25,803,112,253,.443,0,3,.000,112,250,.448,.443,66,109,.606,46,131,26,26,17,49,102,290
Elaine Powell,2004,DET,G,30,26,760,52,138,.377,0,0,,52,138,.377,.377,29,50,.580,31,84,134,36,8,61,67,133
Nicole Powell,2004,CHA,F,31,0,384,50,121,.413,24,58,.414,26,63,.413,.512,8,10,.800,10,71,16,15,4,22,37,132
Felicia Ragland,2004,HOU,G,34,10,517,44,120,.367,19,49,.388,25,71,.352,.446,11,13,.846,19,67,38,25,3,32,48,118
Semeka Randall,2004,SAS,G,29,8,462,53,143,.371,0,5,.000,53,138,.384,.371,30,48,.625,26,60,20,22,4,28,41,136
Kristen Rasmussen,2004,IND,F,33,4,692,56,135,.415,10,27,.370,46,108,.426,.452,30,38,.789,41,113,47,21,14,35,51,152
Ruth Riley,2004,DET,C,34,34,1037,153,343,.446,1,2,.500,152,341,.446,.448,71,87,.816,68,199,50,31,53,82,121,378
Ashley Robinson,2004,PHO,C,19,0,130,7,14,.500,0,1,.000,7,13,.538,.500,3,7,.429,4,13,2,8,10,4,22,17
Crystal Robinson,2004,NYL,F,28,27,890,122,279,.437,55,144,.382,67,135,.496,.536,40,43,.930,19,83,58,24,8,33,77,339
Nykesha Sales,2004,CON,F-G,34,34,1096,210,486,.432,41,129,.318,169,357,.473,.474,56,77,.727,33,135,97,75,8,76,98,517
Sheri Sam,2004,SEA,G-F,34,32,1018,117,284,.412,11,42,.262,106,242,.438,.431,65,76,.855,42,139,82,53,6,63,108,310
Isabel Sanchez,2004,DET,G,10,0,62,6,14,.429,2,5,.400,4,9,.444,.500,8,11,.727,3,5,3,2,0,11,6,22
Nakia Sanford,2004,WAS,C-F,31,29,653,63,126,.500,0,0,,63,126,.500,.500,43,75,.573,53,154,18,18,16,37,99,169
Kelly Schumacher,2004,IND,C,32,7,601,92,196,.469,5,13,.385,87,183,.475,.482,35,45,.778,36,104,25,10,31,52,67,224
Olympia Scott,2004,CHA,C,34,0,398,27,67,.403,0,1,.000,27,66,.409,.403,19,32,.594,28,65,10,9,13,36,78,73
K.B. Sharp,2004,NYL,G,30,0,240,9,37,.243,0,12,.000,9,25,.360,.243,11,12,.917,5,21,33,6,1,20,7,29
Gwen Slaughter,2004,MIN,F,3,0,7,0,1,.000,0,0,,0,1,.000,.000,2,2,1.000,0,1,0,0,1,0,0,2
Aiysha Smith,2004,WAS,F,29,3,403,42,103,.408,9,16,.563,33,87,.379,.451,22,34,.647,26,69,15,17,12,21,38,115
Charlotte Smith,2004,CHA,F,34,34,977,99,206,.481,29,58,.500,70,148,.473,.551,53,73,.726,50,139,40,18,13,55,109,280
Katie Smith,2004,MIN,G,23,23,800,137,318,.431,60,139,.432,77,179,.430,.525,98,109,.899,17,84,52,23,6,51,63,432
Tangela Smith,2004,SAC,C,34,33,908,165,401,.411,5,29,.172,160,372,.430,.418,45,56,.804,46,138,50,38,25,53,86,380
Michelle Snow,2004,HOU,C,31,31,893,104,229,.454,0,0,,104,229,.454,.454,68,113,.602,62,239,31,28,35,71,89,276
Dawn Staley,2004,CHA,G,34,34,1143,106,246,.431,24,59,.407,82,187,.439,.480,66,87,.759,12,58,171,43,2,74,83,302
Kate Starbird,2004,IND,F-G,12,0,117,6,23,.261,3,10,.300,3,13,.231,.326,5,6,.833,6,9,11,6,0,9,7,20
Stacy Stephens,2004,DET,C,7,1,36,2,6,.333,0,0,,2,6,.333,.333,0,2,.000,2,9,3,0,0,2,7,4
Mandisa Stevenson,2004,SAS,F-C,29,0,259,15,45,.333,1,1,1.000,14,44,.318,.344,7,8,.875,11,35,5,6,4,11,32,38
Andrea Stinson,2004,CHA,G,34,34,777,79,191,.414,11,37,.297,68,154,.442,.442,34,44,.773,25,119,49,27,7,41,60,203
Tammy Sutton-Brown,2004,CHA,C,34,34,970,106,224,.473,0,0,,106,224,.473,.473,113,162,.698,63,211,15,31,71,71,111,325
Sheryl Swoopes,2004,HOU,F-G,31,31,1070,181,429,.422,20,65,.308,161,364,.442,.445,77,90,.856,38,153,91,47,16,59,56,459
Diana Taurasi,2004,PHO,G,34,34,1130,209,503,.416,62,188,.330,147,315,.467,.477,98,129,.760,28,149,132,43,25,90,117,578
Lindsay Taylor,2004,PHO,C,5,0,26,1,5,.200,1,3,.333,0,2,.000,.300,0,0,,0,3,2,1,1,1,7,3
Penny Taylor,2004,PHO,F,33,33,1076,150,310,.484,41,96,.427,109,214,.509,.550,93,108,.861,51,160,82,52,14,81,108,434
Nikki Teasley,2004,LAS,G,34,34,1105,108,278,.388,68,165,.412,40,113,.354,.511,52,68,.765,29,116,207,43,7,103,89,336
Christi Thomas,2004,LAS,F-C,31,8,547,66,143,.462,5,11,.455,61,132,.462,.479,28,41,.683,43,120,23,18,14,27,80,165
LaToya Thomas,2004,SAS,F,31,30,964,171,350,.489,3,8,.375,168,342,.491,.493,95,113,.841,48,138,42,25,11,56,99,440
Stacey Thomas,2004,DET,F,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0
Alicia Thompson,2004,SEA,F,23,2,182,24,54,.444,3,16,.188,21,38,.553,.472,1,2,.500,8,24,9,6,0,7,9,52
Tina Thompson,2004,HOU,F,26,26,943,180,448,.402,44,108,.407,136,340,.400,.451,116,147,.789,44,157,48,22,23,70,68,520
Erin Thorn,2004,NYL,G,17,1,156,12,45,.267,9,31,.290,3,14,.214,.367,1,2,.500,0,8,8,4,1,9,5,34
Iciss Tillis,2004,DET,F-C,31,1,287,35,74,.473,6,18,.333,29,56,.518,.514,7,12,.583,13,39,13,9,8,23,23,83
Slobodanka Tuvic,2004,PHO,C,33,26,691,37,99,.374,0,1,.000,37,98,.378,.374,17,24,.708,25,123,32,25,37,41,115,91
Mfon Udoka,2004,LAS,F,3,0,19,0,2,.000,0,0,,0,2,.000,.000,1,4,.250,2,3,0,0,0,1,5,1
Michele Van Gorp,2004,MIN,C,8,0,66,9,19,.474,0,1,.000,9,18,.500,.474,4,8,.500,6,13,1,0,1,7,8,22
Kamila Vodichkova,2004,SEA,F-C,34,34,873,94,241,.390,1,2,.500,93,239,.389,.392,84,108,.778,65,168,55,32,12,73,110,273
Ayana Walker,2004,DET,F,18,1,148,8,28,.286,0,0,,8,28,.286,.286,2,6,.333,10,26,6,1,4,5,13,18
DeMya Walker,2004,SAC,F,34,34,884,111,267,.416,0,10,.000,111,257,.432,.416,62,103,.602,72,143,86,26,13,86,109,284
Ann Wauters,2004,NYL,C,13,4,271,29,66,.439,1,3,.333,28,63,.444,.447,23,29,.793,10,40,21,4,8,21,28,82
Teresa Weatherspoon,2004,LAS,G,34,0,292,8,25,.320,1,3,.333,7,22,.318,.340,0,0,,6,29,32,12,1,26,27,17
Lindsay Whalen,2004,CON,G,31,30,946,83,183,.454,20,57,.351,63,126,.500,.508,89,122,.730,21,90,148,39,0,94,72,275
DeTrina White,2004,NYL,F,31,2,420,37,68,.544,0,0,,37,68,.544,.544,8,17,.471,51,118,9,8,10,36,37,82
Tamika Whitmore,2004,LAS,F,34,5,595,77,173,.445,7,16,.438,70,157,.446,.465,49,72,.681,38,106,17,12,5,34,73,210
Adrian Williams-Strong,2004,TOT,C-F,23,8,294,42,105,.400,0,0,,42,105,.400,.400,13,21,.619,16,49,13,19,6,27,35,97
Le'coe Willingham,2004,CON,F,23,0,175,24,38,.632,0,1,.000,24,37,.649,.632,20,26,.769,22,43,7,8,2,12,16,68
Natalie Williams,2004,IND,C,34,34,956,133,293,.454,0,4,.000,133,289,.460,.454,83,119,.697,93,235,62,40,23,65,122,349
Tamika Williams,2004,MIN,F,34,33,978,102,189,.540,1,4,.250,101,185,.546,.542,49,87,.563,82,205,38,39,5,66,65,254
Toccara Williams,2004,SAS,G,26,4,417,16,46,.348,1,2,.500,15,44,.341,.359,22,29,.759,7,39,43,35,5,31,36,55
Shereka Wright,2004,PHO,F,24,0,243,13,42,.310,6,13,.462,7,29,.241,.381,25,32,.781,17,27,8,3,1,15,19,57
Nevriye Yilmaz,2004,SAS,C,7,0,77,6,24,.250,1,7,.143,5,17,.294,.271,6,6,1.000,3,10,2,3,1,4,15,19
Svetlana Abrosimova,2005,MIN,F,31,31,777,109,276,.395,33,82,.402,76,194,.392,.455,53,73,.726,29,107,60,48,6,80,86,304
Mactabene Amachree,2005,WAS,F,3,0,3,0,1,.000,0,0,,0,1,.000,.000,2,2,1.000,0,0,0,0,0,0,0,2
Chantelle Anderson,2005,SAS,C,34,19,669,83,178,.466,0,0,,83,178,.466,.466,37,46,.804,28,90,11,8,15,55,106,203
Janeth Arcain,2005,HOU,G,34,34,1079,128,304,.421,3,16,.188,125,288,.434,.426,83,94,.883,20,93,53,55,6,56,85,342
Elena Baranova,2005,NYL,F,33,33,953,104,236,.441,33,85,.388,71,151,.470,.511,47,55,.855,39,227,59,25,46,59,79,288
Suzy Batkovic-Brown,2005,SEA,C,29,0,461,76,174,.437,2,7,.286,74,167,.443,.443,45,58,.776,26,94,26,17,24,32,85,199
Jacqueline Batteast,2005,MIN,F,8,0,46,0,6,.000,0,0,,0,6,.000,.000,0,0,,0,5,3,0,1,3,4,0
Ashley Battle,2005,SEA,F,2,0,8,1,2,.500,0,0,,1,2,.500,.500,0,0,,0,2,0,0,0,1,1,2
Alana Beard,2005,WAS,G-F,30,30,1015,155,408,.380,32,101,.317,123,307,.401,.419,80,105,.762,25,130,90,45,9,63,87,422
Jenni Benningfield,2005,IND,F,10,0,52,3,8,.375,0,2,.000,3,6,.500,.375,3,4,.750,3,6,4,1,1,4,5,9
Tully Bevilaqua,2005,IND,G,31,31,873,63,162,.389,44,116,.379,19,46,.413,.525,24,44,.545,12,63,80,60,0,51,69,194
Sue Bird,2005,SEA,G,30,30,1020,130,294,.442,45,103,.437,85,191,.445,.519,59,69,.855,21,72,176,29,6,87,46,364
Kara Braxton,2005,DET,C-F,33,2,455,97,210,.462,0,1,.000,97,209,.464,.462,33,60,.550,42,100,14,18,13,52,78,227
Coretta Brown,2005,IND,G,6,0,23,2,5,.400,2,5,.400,0,0,,.600,0,0,,0,2,3,1,0,3,1,6
Kiesha Brown,2005,TOT,G,6,0,32,1,2,.500,0,1,.000,1,1,1.000,.500,0,0,,0,1,2,3,0,4,1,2
Jessica Brungo,2005,CON,F,12,0,48,1,9,.111,0,4,.000,1,5,.200,.111,0,0,,1,6,2,0,0,2,4,2
Rebekkah Brunson,2005,SAC,F,34,16,722,105,246,.427,0,0,,105,246,.427,.427,55,92,.598,75,187,16,28,15,42,61,265
Janell Burse,2005,SEA,C,34,34,859,127,243,.523,0,0,,127,243,.523,.523,86,123,.699,81,199,23,19,40,78,139,340
Edna Campbell,2005,SAS,G,28,2,248,21,67,.313,5,19,.263,16,48,.333,.351,1,1,1.000,2,14,14,7,0,15,20,48
Dominique Canty,2005,HOU,G,33,32,997,95,238,.399,0,4,.000,95,234,.406,.399,80,110,.727,25,108,101,29,2,67,75,270
Jamie Carey,2005,CON,G,15,0,85,7,19,.368,4,13,.308,3,6,.500,.474,0,0,,2,6,7,2,0,4,9,18
Amisha Carter,2005,NYL,F,3,0,13,0,1,.000,0,0,,0,1,.000,.000,0,0,,0,2,0,0,0,1,4,0
Swin Cash,2005,DET,F,21,21,458,48,126,.381,2,10,.200,46,116,.397,.389,21,32,.656,42,88,43,12,6,47,44,119
